id,cost,category,name,brand,retail_price,department,sku,distribution_center_id
1160,130.41,Swim,Nike Cover Ups #1160,Nike,393.46,Women,SKU-001160,2
1161,242.38,Suits,Puma Blazers #1161,Puma,715.68,Men,SKU-001161,2
1162,30.44,Accessories,H&M Hats #1162,H&M,78.07,Women,SKU-001162,4
1163,24.1,Tops & Tees,UNIQLO Blouses #1163,UNIQLO,62.78,Kids,SKU-001163,2
1164,178.74,Sleep & Lounge,Tommy Hilfiger Robes #1164,Tommy Hilfiger,479.26,Kids,SKU-001164,8
1165,190.03,Skirts,Versace A-Line Skirts #1165,Versace,442.3,Kids,SKU-001165,6
1166,30.09,Outerwear & Coats,Under Armour Coats #1166,Under Armour,59.34,Women,SKU-001166,3
1167,174.04,Swim,Ralph Lauren Swimwear #1167,Ralph Lauren,430.12,Men,SKU-001167,5
1168,98.25,Shirts & Tops,Under Armour Polo Shirts #1168,Under Armour,311.58,Men,SKU-001168,10
1169,234.07,Dresses,Nike Mini Dresses #1169,Nike,481.92,Women,SKU-001169,3
1170,103.59,Accessories,Under Armour Belts #1170,Under Armour,242.31,Women,SKU-001170,4
1171,185.31,Outerwear & Coats,J.Crew Vests #1171,J.Crew,554.73,Women,SKU-001171,6
1172,44.16,Pants & Capris,North Face Shorts #1172,North Face,83.53,Kids,SKU-001172,2
1173,113.27,Suits,Patagonia Business Suits #1173,Patagonia,337.82,Women,SKU-001173,10
1174,108.31,Sleep & Lounge,J.Crew Pajamas #1174,J.Crew,266.4,Women,SKU-001174,5
1175,176.11,Accessories,North Face Bags #1175,North Face,345.75,Kids,SKU-001175,2
1176,24.06,Shorts,Zara Bermuda Shorts #1176,Zara,63.94,Women,SKU-001176,2
1177,101.13,Intimates,American Eagle Lingerie #1177,American Eagle,188.84,Men,SKU-001177,6
1178,81.28,Dresses,Free People Formal Dresses #1178,Free People,185.04,Women,SKU-001178,7
1179,178.97,Skirts,Hollister A-Line Skirts #1179,Hollister,344.43,Men,SKU-001179,4
1180,172.98,Fashion Hoodies & Sweatshirts,Forever 21 Crewneck Sweatshirts #1180,Forever 21,355.34,Men,SKU-001180,8
1181,226.93,Leggings,Abercrombie Workout Leggings #1181,Abercrombie,642.88,Kids,SKU-001181,1
1182,49.44,Dresses,Hollister Maxi Dresses #1182,Hollister,107.53,Women,SKU-001182,9
1183,151.65,Fashion Hoodies & Sweatshirts,Puma Hoodies #1183,Puma,426.92,Men,SKU-001183,7
1184,82.04,Active,Puma Athletic Shorts #1184,Puma,172.18,Men,SKU-001184,6
1185,29.5,Underwear,New Balance Boxers #1185,New Balance,70.6,Kids,SKU-001185,2
1186,88.91,Dresses,American Eagle Formal Dresses #1186,American Eagle,189.47,Men,SKU-001186,8
1187,13.35,Footwear,Zara Sneakers #1187,Zara,33.55,Men,SKU-001187,8
1188,40.52,Fashion Hoodies & Sweatshirts,New Balance Hoodies #1188,New Balance,85.05,Women,SKU-001188,5
1189,198.31,Footwear,Tommy Hilfiger Sandals #1189,Tommy Hilfiger,542.32,Men,SKU-001189,5
1190,197.36,Fashion Hoodies & Sweatshirts,Reebok Crewneck Sweatshirts #1190,Reebok,464.41,Men,SKU-001190,10
1191,176.41,Tops & Tees,Gucci Tank Tops #1191,Gucci,361.28,Women,SKU-001191,6
1192,148.67,Blazers & Jackets,Patagonia Blazers #1192,Patagonia,321.04,Kids,SKU-001192,7
1193,54.73,Swim,Zara Cover Ups #1193,Zara,142.9,Women,SKU-001193,5
1194,197.51,Socks,Under Armour Crew Socks #1194,Under Armour,538.88,Men,SKU-001194,2
1195,91.14,Accessories,J.Crew Belts #1195,J.Crew,197.73,Kids,SKU-001195,3
1196,113.17,Suits,Abercrombie Business Suits #1196,Abercrombie,336.61,Women,SKU-001196,1
1197,215.87,Skirts,Under Armour Midi Skirts #1197,Under Armour,454.37,Kids,SKU-001197,10
1198,213.97,Blazers & Jackets,Nike Leather Jackets #1198,Nike,568.44,Women,SKU-001198,4
1199,44.42,Footwear,New Balance Flats #1199,New Balance,124.38,Men,SKU-001199,6
1200,26.37,Outerwear & Coats,H&M Vests #1200,H&M,71.81,Kids,SKU-001200,10
1201,131.66,Outerwear & Coats,Free People Vests #1201,Free People,363.08,Women,SKU-001201,2
1202,83.51,Leggings,Anthropologie Workout Leggings #1202,Anthropologie,202.04,Kids,SKU-001202,10
1203,235.14,Leggings,New Balance Casual Leggings #1203,New Balance,535.09,Kids,SKU-001203,6
1204,89.7,Swim,Reebok Cover Ups #1204,Reebok,247.44,Women,SKU-001204,5
1205,86.75,Skirts,Under Armour Mini Skirts #1205,Under Armour,249.61,Kids,SKU-001205,7
1206,189.62,Dresses,Puma Mini Dresses #1206,Puma,587.13,Kids,SKU-001206,8
1207,207.91,Dresses,Calvin Klein Maxi Dresses #1207,Calvin Klein,653.2,Kids,SKU-001207,5
1208,25.4,Footwear,Burberry Sandals #1208,Burberry,75.8,Men,SKU-001208,5
1209,164.3,Sleep & Lounge,Gucci Robes #1209,Gucci,311.77,Women,SKU-001209,5
1210,138.3,Jeans,Forever 21 Bootcut Jeans #1210,Forever 21,311.18,Women,SKU-001210,5
1211,165.58,Suits,Zara Business Suits #1211,Zara,330.45,Women,SKU-001211,10
1212,55.1,Leggings,New Balance Casual Leggings #1212,New Balance,109.06,Women,SKU-001212,1
1213,140.65,Active,Calvin Klein Yoga Pants #1213,Calvin Klein,355.64,Women,SKU-001213,4
1214,165.16,Intimates,Banana Republic Lingerie #1214,Banana Republic,340.14,Women,SKU-001214,1
1215,219.86,Dresses,Free People Formal Dresses #1215,Free People,644.89,Men,SKU-001215,7
1216,205.93,Skirts,Under Armour A-Line Skirts #1216,Under Armour,634.76,Women,SKU-001216,7
1217,43.93,Leggings,Banana Republic Workout Leggings #1217,Banana Republic,89.2,Kids,SKU-001217,7
1218,232.92,Blazers & Jackets,Adidas Denim Jackets #1218,Adidas,636.51,Kids,SKU-001218,10
1219,174.25,Shorts,Calvin Klein Athletic Shorts #1219,Calvin Klein,385.28,Men,SKU-001219,7
1220,90.76,Dresses,Wrangler Maxi Dresses #1220,Wrangler,165.68,Kids,SKU-001220,2
1221,86.44,Accessories,Forever 21 Bags #1221,Forever 21,178.45,Men,SKU-001221,2
1222,172.72,Dresses,Calvin Klein Maxi Dresses #1222,Calvin Klein,358.9,Men,SKU-001222,5
1223,118.93,Jeans,Columbia Straight Jeans #1223,Columbia,285.04,Women,SKU-001223,6
1224,56.58,Skirts,Ralph Lauren Midi Skirts #1224,Ralph Lauren,108.68,Women,SKU-001224,9
1225,156.79,Dresses,H&M Mini Dresses #1225,H&M,339.37,Women,SKU-001225,6
1226,96.87,Shorts,Nike Bermuda Shorts #1226,Nike,307.36,Men,SKU-001226,3
1227,185.62,Shirts & Tops,Hollister Casual Shirts #1227,Hollister,569.63,Kids,SKU-001227,9
1228,42.76,Suits,Gucci Blazers #1228,Gucci,126.28,Women,SKU-001228,10
1229,241.91,Tops & Tees,Nike Tank Tops #1229,Nike,711.93,Men,SKU-001229,7
1230,246.4,Swim,Gap Cover Ups #1230,Gap,617.0,Women,SKU-001230,10
1231,199.36,Sleep & Lounge,Columbia Pajamas #1231,Columbia,589.49,Women,SKU-001231,9
1232,134.46,Skirts,Reebok Midi Skirts #1232,Reebok,260.47,Kids,SKU-001232,7
1233,74.85,Suits,Reebok Business Suits #1233,Reebok,167.39,Men,SKU-001233,4
1234,56.77,Swim,Gap Cover Ups #1234,Gap,181.33,Kids,SKU-001234,2
1235,164.89,Footwear,Burberry Sneakers #1235,Burberry,300.93,Women,SKU-001235,3
1236,224.54,Shorts,Banana Republic Athletic Shorts #1236,Banana Republic,418.34,Women,SKU-001236,6
1237,76.98,Swim,North Face Swimwear #1237,North Face,223.32,Kids,SKU-001237,8
1238,121.05,Sleep & Lounge,Patagonia Pajamas #1238,Patagonia,312.95,Men,SKU-001238,2
1239,148.5,Swim,Reebok Cover Ups #1239,Reebok,462.38,Men,SKU-001239,10
1240,46.81,Intimates,Prada Lingerie #1240,Prada,138.27,Men,SKU-001240,9
1241,15.79,Blazers & Jackets,Ralph Lauren Leather Jackets #1241,Ralph Lauren,30.74,Kids,SKU-001241,5
1242,171.57,Shorts,Tommy Hilfiger Bermuda Shorts #1242,Tommy Hilfiger,515.29,Women,SKU-001242,9
1243,191.05,Blazers & Jackets,Abercrombie Denim Jackets #1243,Abercrombie,570.46,Kids,SKU-001243,2
1244,208.37,Suits,Patagonia Blazers #1244,Patagonia,414.1,Kids,SKU-001244,2
1245,13.3,Outerwear & Coats,North Face Coats #1245,North Face,25.11,Kids,SKU-001245,9
1246,80.5,Leggings,Wrangler Casual Leggings #1246,Wrangler,198.74,Women,SKU-001246,7
1247,174.44,Socks,Nike Crew Socks #1247,Nike,541.22,Kids,SKU-001247,5
1248,226.43,Shorts,Ralph Lauren Bermuda Shorts #1248,Ralph Lauren,615.04,Women,SKU-001248,10
1249,119.48,Dresses,Ralph Lauren Formal Dresses #1249,Ralph Lauren,373.07,Women,SKU-001249,7
1250,111.19,Shorts,Tommy Hilfiger Athletic Shorts #1250,Tommy Hilfiger,237.81,Women,SKU-001250,8
1251,192.01,Footwear,J.Crew Flats #1251,J.Crew,464.1,Men,SKU-001251,6
1252,29.83,Skirts,Wrangler Mini Skirts #1252,Wrangler,66.08,Men,SKU-001252,7
1253,202.25,Pants & Capris,H&M Jeans #1253,H&M,468.55,Men,SKU-001253,6
1254,33.83,Accessories,Zara Hats #1254,Zara,85.62,Men,SKU-001254,5
1255,161.33,Shorts,Gucci Bermuda Shorts #1255,Gucci,352.03,Men,SKU-001255,4
1256,35.03,Dresses,Zara Maxi Dresses #1256,Zara,67.07,Women,SKU-001256,3
1257,197.31,Fashion Hoodies & Sweatshirts,Banana Republic Hoodies #1257,Banana Republic,513.06,Women,SKU-001257,2
1258,26.99,Footwear,Adidas Sneakers #1258,Adidas,53.47,Women,SKU-001258,2
1259,176.57,Blazers & Jackets,Under Armour Denim Jackets #1259,Under Armour,340.88,Men,SKU-001259,6
1260,218.11,Shorts,H&M Athletic Shorts #1260,H&M,476.29,Kids,SKU-001260,3
1261,186.04,Outerwear & Coats,Adidas Vests #1261,Adidas,379.88,Women,SKU-001261,6
1262,188.64,Fashion Hoodies & Sweatshirts,Tommy Hilfiger Hoodies #1262,Tommy Hilfiger,473.96,Men,SKU-001262,1
1263,118.03,Shorts,Columbia Bermuda Shorts #1263,Columbia,318.83,Women,SKU-001263,6
1264,105.38,Blazers & Jackets,J.Crew Denim Jackets #1264,J.Crew,232.19,Women,SKU-001264,6
1265,171.34,Footwear,Wrangler Boots #1265,Wrangler,322.99,Men,SKU-001265,3
1266,159.18,Jeans,Anthropologie Bootcut Jeans #1266,Anthropologie,470.13,Women,SKU-001266,5
1267,158.33,Jeans,Burberry Straight Jeans #1267,Burberry,489.33,Kids,SKU-001267,1
1268,41.54,Shorts,Columbia Bermuda Shorts #1268,Columbia,120.35,Men,SKU-001268,4
1269,163.75,Shirts & Tops,Free People Polo Shirts #1269,Free People,518.58,Kids,SKU-001269,9
1270,207.8,Skirts,Calvin Klein A-Line Skirts #1270,Calvin Klein,462.06,Women,SKU-001270,5
1271,236.77,Active,Columbia Sports Bras #1271,Columbia,715.94,Men,SKU-001271,1
1272,9.99,Fashion Hoodies & Sweatshirts,Columbia Hoodies #1272,Columbia,20.8,Kids,SKU-001272,9
1273,127.9,Suits,Banana Republic Blazers #1273,Banana Republic,401.47,Kids,SKU-001273,9
1274,115.43,Tops & Tees,Nike Tank Tops #1274,Nike,240.12,Women,SKU-001274,3
1275,227.51,Jeans,Free People Bootcut Jeans #1275,Free People,606.34,Kids,SKU-001275,5
1276,221.01,Shirts & Tops,Anthropologie Polo Shirts #1276,Anthropologie,647.71,Kids,SKU-001276,8
1277,116.65,Underwear,Tommy Hilfiger Boxers #1277,Tommy Hilfiger,223.35,Men,SKU-001277,4
1278,9.38,Shorts,Versace Bermuda Shorts #1278,Versace,26.86,Kids,SKU-001278,1
1279,131.81,Fashion Hoodies & Sweatshirts,Calvin Klein Hoodies #1279,Calvin Klein,239.36,Kids,SKU-001279,1
1280,150.55,Intimates,North Face Lingerie #1280,North Face,384.03,Women,SKU-001280,7
1281,108.37,Shorts,North Face Bermuda Shorts #1281,North Face,290.88,Men,SKU-001281,4
1282,49.34,Intimates,Levi's Lingerie #1282,Levi's,100.56,Women,SKU-001282,3
1283,10.12,Leggings,Versace Workout Leggings #1283,Versace,29.48,Kids,SKU-001283,6
1284,180.64,Fashion Hoodies & Sweatshirts,American Eagle Hoodies #1284,American Eagle,362.95,Women,SKU-001284,3
1285,68.47,Shorts,Calvin Klein Bermuda Shorts #1285,Calvin Klein,148.93,Men,SKU-001285,7
1286,233.86,Swim,New Balance Swimwear #1286,New Balance,639.49,Kids,SKU-001286,5
1287,45.85,Fashion Hoodies & Sweatshirts,New Balance Crewneck Sweatshirts #1287,New Balance,125.57,Kids,SKU-001287,4
1288,235.16,Outerwear & Coats,Gap Jackets #1288,Gap,522.42,Kids,SKU-001288,7
1289,113.95,Shirts & Tops,Columbia Polo Shirts #1289,Columbia,212.35,Kids,SKU-001289,2
1290,234.49,Leggings,Forever 21 Casual Leggings #1290,Forever 21,719.84,Women,SKU-001290,4
1291,82.91,Socks,Free People Ankle Socks #1291,Free People,258.92,Kids,SKU-001291,3
1292,92.51,Pants & Capris,Prada Leggings #1292,Prada,205.62,Kids,SKU-001292,8
1293,180.03,Accessories,Puma Belts #1293,Puma,544.16,Women,SKU-001293,9
1294,194.21,Underwear,Hollister Briefs #1294,Hollister,394.52,Men,SKU-001294,3
1295,58.5,Suits,Forever 21 Blazers #1295,Forever 21,126.03,Women,SKU-001295,6
1296,210.76,Swim,Hollister Swimwear #1296,Hollister,629.17,Men,SKU-001296,3
1297,6.09,Swim,Versace Swimwear #1297,Versace,16.49,Kids,SKU-001297,9
1298,124.44,Socks,North Face Crew Socks #1298,North Face,390.36,Men,SKU-001298,7
1299,147.48,Shorts,Reebok Athletic Shorts #1299,Reebok,356.68,Men,SKU-001299,8
1300,60.44,Pants & Capris,Under Armour Leggings #1300,Under Armour,136.92,Women,SKU-001300,4
1301,241.79,Leggings,Puma Workout Leggings #1301,Puma,497.62,Kids,SKU-001301,9
1302,18.72,Sleep & Lounge,Hollister Robes #1302,Hollister,45.14,Kids,SKU-001302,5
1303,238.23,Blazers & Jackets,American Eagle Denim Jackets #1303,American Eagle,485.1,Women,SKU-001303,9
1304,225.86,Shirts & Tops,J.Crew T-Shirts #1304,J.Crew,552.45,Kids,SKU-001304,7
1305,220.43,Accessories,New Balance Hats #1305,New Balance,642.91,Women,SKU-001305,6
1306,37.54,Dresses,Tommy Hilfiger Mini Dresses #1306,Tommy Hilfiger,91.46,Kids,SKU-001306,7
1307,225.0,Shirts & Tops,Banana Republic Casual Shirts #1307,Banana Republic,545.68,Women,SKU-001307,1
1308,174.86,Pants & Capris,UNIQLO Shorts #1308,UNIQLO,545.49,Kids,SKU-001308,2
1309,85.88,Shirts & Tops,Gucci Casual Shirts #1309,Gucci,237.97,Kids,SKU-001309,8
1310,95.25,Blazers & Jackets,Puma Denim Jackets #1310,Puma,177.2,Women,SKU-001310,7
1311,68.8,Blazers & Jackets,Ralph Lauren Leather Jackets #1311,Ralph Lauren,182.1,Men,SKU-001311,10
1312,125.28,Leggings,Hollister Workout Leggings #1312,Hollister,247.33,Kids,SKU-001312,7
1313,179.36,Shorts,Reebok Athletic Shorts #1313,Reebok,335.98,Kids,SKU-001313,1
1314,212.94,Dresses,American Eagle Maxi Dresses #1314,American Eagle,448.61,Kids,SKU-001314,1
1315,79.15,Intimates,Forever 21 Lingerie #1315,Forever 21,242.01,Women,SKU-001315,8
1316,198.55,Shirts & Tops,Banana Republic Casual Shirts #1316,Banana Republic,362.46,Men,SKU-001316,4
1317,129.84,Underwear,Adidas Boxers #1317,Adidas,389.32,Women,SKU-001317,1
1318,30.83,Outerwear & Coats,Tommy Hilfiger Coats #1318,Tommy Hilfiger,95.27,Women,SKU-001318,8
1319,144.94,Socks,Levi's Crew Socks #1319,Levi's,422.41,Kids,SKU-001319,1
1320,137.57,Footwear,American Eagle Sneakers #1320,American Eagle,382.79,Kids,SKU-001320,10
1321,175.08,Sleep & Lounge,Calvin Klein Robes #1321,Calvin Klein,472.54,Women,SKU-001321,3
1322,40.1,Shorts,Patagonia Bermuda Shorts #1322,Patagonia,101.48,Kids,SKU-001322,10
1323,28.07,Fashion Hoodies & Sweatshirts,Forever 21 Crewneck Sweatshirts #1323,Forever 21,52.06,Kids,SKU-001323,3
1324,142.64,Intimates,Burberry Underwear #1324,Burberry,438.6,Men,SKU-001324,1
1325,146.81,Socks,UNIQLO Crew Socks #1325,UNIQLO,451.97,Men,SKU-001325,5
1326,119.58,Fashion Hoodies & Sweatshirts,Puma Crewneck Sweatshirts #1326,Puma,278.83,Women,SKU-001326,10
1327,71.78,Fashion Hoodies & Sweatshirts,UNIQLO Crewneck Sweatshirts #1327,UNIQLO,156.75,Men,SKU-001327,2
1328,15.36,Shirts & Tops,Prada Polo Shirts #1328,Prada,35.02,Women,SKU-001328,3
1329,222.53,Blazers & Jackets,Gucci Blazers #1329,Gucci,471.76,Men,SKU-001329,2
1330,38.22,Leggings,Reebok Workout Leggings #1330,Reebok,95.72,Men,SKU-001330,3
1331,161.96,Socks,Levi's Crew Socks #1331,Levi's,399.32,Women,SKU-001331,3
1332,173.38,Shorts,Gap Athletic Shorts #1332,Gap,516.61,Women,SKU-001332,3
1333,216.99,Shorts,Calvin Klein Bermuda Shorts #1333,Calvin Klein,603.56,Women,SKU-001333,4
1334,99.01,Tops & Tees,J.Crew Blouses #1334,J.Crew,297.93,Men,SKU-001334,9
1335,190.49,Dresses,Under Armour Maxi Dresses #1335,Under Armour,554.8,Men,SKU-001335,8
1336,31.85,Accessories,Under Armour Sunglasses #1336,Under Armour,82.83,Men,SKU-001336,5
1337,177.1,Skirts,Prada Mini Skirts #1337,Prada,393.46,Women,SKU-001337,7
1338,155.37,Suits,Ralph Lauren Blazers #1338,Ralph Lauren,452.03,Women,SKU-001338,4
1339,150.89,Footwear,Hollister Flats #1339,Hollister,375.06,Kids,SKU-001339,7
1340,155.49,Tops & Tees,Hollister Tank Tops #1340,Hollister,402.86,Women,SKU-001340,8
1341,84.78,Shorts,Versace Bermuda Shorts #1341,Versace,242.35,Women,SKU-001341,10
1342,25.92,Intimates,Free People Lingerie #1342,Free People,47.12,Women,SKU-001342,1
1343,243.31,Shorts,New Balance Athletic Shorts #1343,New Balance,477.78,Women,SKU-001343,9
1344,121.77,Dresses,Burberry Formal Dresses #1344,Burberry,261.83,Women,SKU-001344,10
1345,16.68,Fashion Hoodies & Sweatshirts,Wrangler Crewneck Sweatshirts #1345,Wrangler,51.31,Kids,SKU-001345,3
1346,26.67,Suits,J.Crew Business Suits #1346,J.Crew,55.43,Kids,SKU-001346,10
1347,163.87,Accessories,Puma Belts #1347,Puma,495.4,Men,SKU-001347,5
1348,228.48,Active,Ralph Lauren Yoga Pants #1348,Ralph Lauren,714.25,Men,SKU-001348,8
1349,209.92,Leggings,Banana Republic Casual Leggings #1349,Banana Republic,463.13,Kids,SKU-001349,8
1350,10.81,Blazers & Jackets,Under Armour Blazers #1350,Under Armour,33.46,Men,SKU-001350,9
1351,187.7,Jeans,Columbia Straight Jeans #1351,Columbia,370.88,Kids,SKU-001351,1
1352,110.12,Jeans,Forever 21 Skinny Jeans #1352,Forever 21,348.32,Men,SKU-001352,3
1353,206.44,Outerwear & Coats,Versace Coats #1353,Versace,409.43,Women,SKU-001353,10
1354,131.86,Outerwear & Coats,New Balance Jackets #1354,New Balance,379.76,Men,SKU-001354,10
1355,127.57,Intimates,Zara Lingerie #1355,Zara,243.32,Women,SKU-001355,2
1356,200.52,Dresses,Forever 21 Maxi Dresses #1356,Forever 21,631.55,Men,SKU-001356,9
1357,23.37,Shirts & Tops,Burberry Casual Shirts #1357,Burberry,47.73,Men,SKU-001357,7
1358,190.21,Dresses,Banana Republic Mini Dresses #1358,Banana Republic,538.4,Men,SKU-001358,10
1359,36.98,Outerwear & Coats,Gucci Jackets #1359,Gucci,116.66,Men,SKU-001359,9
1360,169.75,Tops & Tees,Calvin Klein Tank Tops #1360,Calvin Klein,495.09,Men,SKU-001360,3
1361,224.17,Leggings,Nike Casual Leggings #1361,Nike,675.59,Kids,SKU-001361,6
1362,65.16,Accessories,Adidas Bags #1362,Adidas,121.54,Men,SKU-001362,2
1363,33.84,Fashion Hoodies & Sweatshirts,Reebok Hoodies #1363,Reebok,74.73,Kids,SKU-001363,10
1364,228.37,Jeans,Burberry Bootcut Jeans #1364,Burberry,622.39,Men,SKU-001364,9
1365,125.1,Outerwear & Coats,Forever 21 Jackets #1365,Forever 21,329.69,Women,SKU-001365,5
1366,90.83,Swim,Anthropologie Swimwear #1366,Anthropologie,190.59,Men,SKU-001366,7
1367,79.25,Fashion Hoodies & Sweatshirts,Reebok Crewneck Sweatshirts #1367,Reebok,215.1,Women,SKU-001367,10
1368,215.24,Jeans,Columbia Straight Jeans #1368,Columbia,679.89,Kids,SKU-001368,9
1369,42.57,Tops & Tees,Zara Tank Tops #1369,Zara,106.95,Kids,SKU-001369,5
1370,198.39,Underwear,Prada Briefs #1370,Prada,450.42,Women,SKU-001370,10
1371,137.19,Footwear,Prada Sneakers #1371,Prada,391.72,Men,SKU-001371,6
1372,18.35,Sleep & Lounge,Banana Republic Pajamas #1372,Banana Republic,55.61,Men,SKU-001372,1
1373,139.46,Blazers & Jackets,UNIQLO Denim Jackets #1373,UNIQLO,389.23,Women,SKU-001373,10
1374,216.61,Underwear,Gap Briefs #1374,Gap,659.43,Women,SKU-001374,8
1375,87.4,Suits,Levi's Business Suits #1375,Levi's,187.73,Women,SKU-001375,2
1376,96.34,Dresses,Puma Mini Dresses #1376,Puma,292.14,Women,SKU-001376,10
1377,65.58,Active,North Face Athletic Shorts #1377,North Face,119.27,Women,SKU-001377,10
1378,196.49,Suits,Gucci Business Suits #1378,Gucci,482.81,Men,SKU-001378,8
1379,113.22,Accessories,Patagonia Belts #1379,Patagonia,280.66,Men,SKU-001379,4
1380,224.01,Sleep & Lounge,Under Armour Pajamas #1380,Under Armour,530.89,Men,SKU-001380,9
1381,104.06,Intimates,Burberry Underwear #1381,Burberry,257.65,Women,SKU-001381,5
1382,209.83,Intimates,Banana Republic Lingerie #1382,Banana Republic,659.51,Kids,SKU-001382,8
1383,46.61,Outerwear & Coats,J.Crew Coats #1383,J.Crew,146.73,Women,SKU-001383,2
1384,8.68,Shorts,Tommy Hilfiger Athletic Shorts #1384,Tommy Hilfiger,20.48,Kids,SKU-001384,5
1385,171.31,Active,Tommy Hilfiger Athletic Shorts #1385,Tommy Hilfiger,352.08,Women,SKU-001385,2
1386,9.74,Underwear,Versace Briefs #1386,Versace,28.83,Men,SKU-001386,9
1387,71.47,Footwear,Zara Sandals #1387,Zara,146.62,Kids,SKU-001387,3
1388,179.71,Fashion Hoodies & Sweatshirts,Abercrombie Hoodies #1388,Abercrombie,332.02,Men,SKU-001388,3
1389,226.15,Accessories,Calvin Klein Jewelry #1389,Calvin Klein,433.03,Men,SKU-001389,8
1390,51.4,Tops & Tees,North Face Crop Tops #1390,North Face,137.25,Men,SKU-001390,9
1391,100.96,Swim,New Balance Cover Ups #1391,New Balance,186.43,Men,SKU-001391,1
1392,176.01,Footwear,Gucci Boots #1392,Gucci,436.8,Kids,SKU-001392,10
1393,108.41,Outerwear & Coats,Under Armour Jackets #1393,Under Armour,327.12,Women,SKU-001393,1
1394,54.24,Fashion Hoodies & Sweatshirts,Gucci Crewneck Sweatshirts #1394,Gucci,146.61,Men,SKU-001394,5
1395,30.48,Blazers & Jackets,Columbia Leather Jackets #1395,Columbia,62.53,Men,SKU-001395,6
1396,128.88,Swim,Prada Cover Ups #1396,Prada,289.73,Men,SKU-001396,8
1397,210.59,Sleep & Lounge,New Balance Robes #1397,New Balance,504.62,Kids,SKU-001397,7
1398,85.86,Leggings,Patagonia Workout Leggings #1398,Patagonia,167.16,Men,SKU-001398,9
1399,79.17,Leggings,Ralph Lauren Casual Leggings #1399,Ralph Lauren,195.13,Kids,SKU-001399,3
1400,248.56,Pants & Capris,North Face Shorts #1400,North Face,713.52,Men,SKU-001400,5
1401,231.3,Suits,Ralph Lauren Blazers #1401,Ralph Lauren,565.99,Men,SKU-001401,7
1402,140.27,Swim,J.Crew Cover Ups #1402,J.Crew,352.15,Men,SKU-001402,4
1403,216.15,Tops & Tees,Hollister Crop Tops #1403,Hollister,474.88,Men,SKU-001403,4
1404,80.5,Dresses,Banana Republic Maxi Dresses #1404,Banana Republic,254.68,Men,SKU-001404,2
1405,120.83,Suits,Prada Blazers #1405,Prada,226.17,Women,SKU-001405,2
1406,103.23,Active,Gap Athletic Shorts #1406,Gap,295.13,Men,SKU-001406,10
1407,206.44,Fashion Hoodies & Sweatshirts,New Balance Hoodies #1407,New Balance,407.95,Women,SKU-001407,10
1408,84.8,Accessories,Adidas Bags #1408,Adidas,199.9,Kids,SKU-001408,2
1409,233.41,Skirts,American Eagle A-Line Skirts #1409,American Eagle,722.8,Men,SKU-001409,1
1410,80.72,Jeans,Versace Bootcut Jeans #1410,Versace,233.34,Kids,SKU-001410,3
1411,175.16,Socks,Gucci Ankle Socks #1411,Gucci,447.4,Men,SKU-001411,9
1412,60.55,Leggings,J.Crew Workout Leggings #1412,J.Crew,116.53,Women,SKU-001412,10
1413,130.25,Socks,Prada Crew Socks #1413,Prada,404.23,Men,SKU-001413,3
1414,235.5,Leggings,J.Crew Workout Leggings #1414,J.Crew,689.91,Women,SKU-001414,7
1415,127.5,Skirts,Forever 21 Midi Skirts #1415,Forever 21,309.55,Men,SKU-001415,2
1416,211.84,Swim,Nike Swimwear #1416,Nike,657.95,Women,SKU-001416,1
1417,188.14,Swim,Forever 21 Swimwear #1417,Forever 21,443.8,Women,SKU-001417,2
1418,180.79,Blazers & Jackets,Nike Leather Jackets #1418,Nike,534.23,Kids,SKU-001418,5
1419,147.19,Tops & Tees,Patagonia Crop Tops #1419,Patagonia,279.26,Kids,SKU-001419,3
1420,89.69,Shorts,American Eagle Athletic Shorts #1420,American Eagle,179.99,Men,SKU-001420,10
1421,190.71,Tops & Tees,Prada Blouses #1421,Prada,384.43,Women,SKU-001421,10
1422,54.68,Shirts & Tops,Forever 21 Casual Shirts #1422,Forever 21,123.51,Men,SKU-001422,10
1423,118.68,Dresses,Zara Maxi Dresses #1423,Zara,279.28,Kids,SKU-001423,7
1424,38.39,Shirts & Tops,Gap Casual Shirts #1424,Gap,109.54,Men,SKU-001424,4
1425,205.94,Outerwear & Coats,Nike Vests #1425,Nike,384.66,Women,SKU-001425,8
1426,189.85,Swim,Under Armour Swimwear #1426,Under Armour,582.69,Men,SKU-001426,5
1427,77.52,Jeans,New Balance Skinny Jeans #1427,New Balance,200.22,Women,SKU-001427,7
1428,84.24,Footwear,Puma Sneakers #1428,Puma,205.38,Kids,SKU-001428,4
1429,33.25,Shirts & Tops,Forever 21 T-Shirts #1429,Forever 21,74.69,Women,SKU-001429,4
1430,30.25,Footwear,Versace Flats #1430,Versace,75.2,Women,SKU-001430,2
1431,90.37,Intimates,Calvin Klein Lingerie #1431,Calvin Klein,200.39,Men,SKU-001431,7
1432,134.42,Footwear,Banana Republic Flats #1432,Banana Republic,350.67,Men,SKU-001432,3
1433,170.12,Outerwear & Coats,Banana Republic Vests #1433,Banana Republic,515.35,Men,SKU-001433,3
1434,44.04,Blazers & Jackets,Versace Leather Jackets #1434,Versace,111.69,Women,SKU-001434,10
1435,94.76,Skirts,Anthropologie Mini Skirts #1435,Anthropologie,217.77,Men,SKU-001435,1
